DATE,PARTICULARS,DR,CR,TYPE,Label
20-11-2017,POS  KRABI TOWN THE  PUNE,1235.0,0.0,SWIPE,Food
20-11-2017,POS  BHARAT SERVICE    PUNE,1000.0,0.0,SWIPE,Fuel
20-11-2017,ECOM PUR  VODAFONE  MUMBAI,1241.96,0.0,ONLINE,Bills
23-11-2017,ECOM PUR  Swiggy  Bangalore,398.0,0.0,ONLINE,Food
25-11-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE,Vehicles
28-11-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
28-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,598.0,0.0,ONLINE,Food
29-11-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
29-11-2017,MERCH REFUND DT      BHARAT SERVICE CENTRE,0.0,7.5,OTH,Credit
29-11-2017,POS  SHISHA CAFE  PUNE,2924.0,0.0,SWIPE,Food
30-11-2017,POS  OM BEER SHOPPE  PUNE,388.0,0.0,SWIPE,Wines
12-01-2017,POS  JASHN RESTAURANT  PUNE,544.0,0.0,SWIPE,Food
12-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,310.0,0.0,ONLINE,Food
12-02-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
12-02-2017,POS  DEVI PRIME REALTY  PUNE,638.0,0.0,SWIPE,Investment
12-05-2017,POS  T R WINES  PUNE,1680.0,0.0,SWIPE,Wines
12-07-2017,ATM CASH  KOREGOAN BR  PUNE,4000.0,0.0,CASHWD,Cash
12-08-2017,POS  THE CORINTHIAN  PUNE,560.0,0.0,SWIPE,Credit
12-08-2017,POS  AKBAR MOHAMMED IQ  Pune,816.0,0.0,SWIPE,Medical
12-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
12-09-2017,ATM CASH  SBI INLAC BUDHRANI  PUNE,3500.0,0.0,CASHWD,Cash
12-09-2017,IMPS  PA    PU NB,17000.0,0.0,IMPS,Unknown
12-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,794.0,0.0,ONLINE,Food
12-11-2017,INB    IDEA CELLULAR LIMITED (BILLDESK)  NA,449.0,0.0,NETBANK,Bills
12-11-2017,MERCH REFUND DT      BPCL COCO,0.0,7.5,OTH,Credit
12-11-2017,POS  THE CORINTHIAN  PUNE,20000.0,0.0,SWIPE,Credit
12-12-2017,POS  AKBAR MOHAMMED IQ  Pune,867.0,0.0,SWIPE,Medical
13-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,322.0,0.0,ONLINE,Food
13-11-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
13-11-2017,POS  CHILIS   PUNE,3030.0,0.0,SWIPE,Food
14-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,450000.0,NETBANK,Transfer
14-11-2017,INB  IFT  Mum  TPARTY TRANSFER,420000.0,0.0,NETBANK,Transfer
14-11-2017,POS  DIAMOND WINES  PUNE,1800.0,0.0,SWIPE,Wines
15-11-2017,UPI  PA,97.0,0.0,UPI,Unknown
15-11-2017,UPI  PA,873.0,0.0,UPI,Unknown
16-11-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH,Credit
20-11-2017,POS  KRABI TOWN THE  PUNE,1235.0,0.0,SWIPE,Food
20-11-2017,POS  BHARAT SERVICE    PUNE,1000.0,0.0,SWIPE,Fuel
20-11-2017,ECOM PUR  VODAFONE  MUMBAI,1241.96,0.0,ONLINE,Bills
23-11-2017,ECOM PUR  Swiggy  Bangalore,398.0,0.0,ONLINE,Food
25-11-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE,Vehicles
28-11-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
28-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,598.0,0.0,ONLINE,Food
29-11-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
29-11-2017,MERCH REFUND DT      BHARAT SERVICE CENTRE,0.0,7.5,OTH,Credit
29-11-2017,POS  SHISHA CAFE  PUNE,2924.0,0.0,SWIPE,Food
30-11-2017,POS  OM BEER SHOPPE  PUNE,388.0,0.0,SWIPE,Wines
12-01-2017,POS  JASHN RESTAURANT  PUNE,544.0,0.0,SWIPE,Food
12-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,310.0,0.0,ONLINE,Food
12-02-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
12-02-2017,POS  DEVI PRIME REALTY  PUNE,638.0,0.0,SWIPE,Investment
12-05-2017,POS  T R WINES  PUNE,1680.0,0.0,SWIPE,Wines
12-07-2017,ATM CASH  KOREGOAN BR  PUNE,4000.0,0.0,CASHWD,Cash
12-08-2017,POS  THE CORINTHIAN  PUNE,560.0,0.0,SWIPE,Credit
12-08-2017,POS  AKBAR MOHAMMED IQ  Pune,816.0,0.0,SWIPE,Medical
12-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
12-09-2017,ATM CASH  SBI INLAC BUDHRANI  PUNE,3500.0,0.0,CASHWD,Cash
12-09-2017,IMPS  PA    PU NB,17000.0,0.0,IMPS,Unknown
12-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,794.0,0.0,ONLINE,Food
12-11-2017,INB    IDEA CELLULAR LIMITED (BILLDESK)  NA,449.0,0.0,NETBANK,Bills
12-11-2017,MERCH REFUND DT      BPCL COCO,0.0,7.5,OTH,Credit
12-11-2017,POS  THE CORINTHIAN  PUNE,20000.0,0.0,SWIPE,Credit
12-12-2017,POS  AKBAR MOHAMMED IQ  Pune,867.0,0.0,SWIPE,Medical
12-12-2017,MOB  TPFT  Sheet,9000.0,0.0,NETBANK,Transfer
13-12-2017,POS  A E C CAR CARE CE  PUNE,1000.0,0.0,SWIPE,Vehicles
13-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,266.0,0.0,ONLINE,Food
14-12-2017,ECOM PUR  VODAFONE  MUMBAI,1326.32,0.0,ONLINE,Bills
15-12-2017,ATM CASH  CORP CAMP PUNE  PUNE,1500.0,0.0,CASHWD,Cash
15-12-2017,POS  WELLNESS FOREVER  PUNE,905.5,0.0,SWIPE,Credit
16-12-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
16-12-2017,POS  AMBROSIA RESORT  PUNE,2944.0,0.0,SWIPE,Hotel
19-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-12-2017,POS  T R WINES  PUNE,1250.0,0.0,SWIPE,Wines
22-12-2017,NEFT  N  ARU RAGHUVANSHI  bank to bank,0.0,30000.0,NEFT,People
22-12-2017,ECOM PUR  Swiggy  Bangalore,619.0,0.0,ONLINE,Food
23-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
23-12-2017,POS  CHAINAWALL  PUNE,553.0,0.0,SWIPE,Others
25-12-2017,ECOM PUR  Swiggy  Bangalore,606.0,0.0,ONLINE,Food
26-12-2017,ECOM PUR  Amazon Seller  Bangalore,2206.0,0.0,ONLINE,Online
26-12-2017,ECOM PUR  Flipkart APIN  Chennai,431.0,0.0,ONLINE,Online
27-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
28-12-2017,POS  BAWAJEES FOOD BAR  PUNE,2475.0,0.0,SWIPE,Food
29-12-2017,ECOM PUR  Swiggy  Bangalore,525.0,0.0,ONLINE,Food
30-12-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
31-12-2017,Int Pd    to,0.0,381.0,INTEREST,Credit
01-01-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-01-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-01-2018,By Clg    INB   PUNE,0.0,40000.0,OTH,Cheque
01-02-2018,BRN PYMT CARD,2950.0,0.0,CC,CC
01-03-2018,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-03-2018,ECOM PUR  Amazon Seller  Bangalore,615.0,0.0,ONLINE,Online
01-04-2018,POS  KEKAN PETROL JUNC  PUNE,1000.0,0.0,SWIPE,Fuel
01-06-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
01-08-2018,ECOM PUR  Swiggy  Bangalore,386.0,0.0,ONLINE,Food
01-10-2018,POS  D J PETROLEUM  PUNE,2000.0,0.0,SWIPE,Fuel
01-10-2018,POS  OM BEER SHOPPE  PUNE,908.0,0.0,SWIPE,Wines
01-10-2018,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
01-10-2018,POS  BASHO RESTAURANT  PUNE,2079.0,0.0,SWIPE,Food
01-10-2018,POS  DORABJEE AND CO P  PUNE,535.0,0.0,SWIPE,Rations
12-12-2017,MOB  TPFT  Sheet,9000.0,0.0,NETBANK,Transfer
13-12-2017,POS  A E C CAR CARE CE  PUNE,1000.0,0.0,SWIPE,Vehicles
13-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,266.0,0.0,ONLINE,Food
14-12-2017,ECOM PUR  VODAFONE  MUMBAI,1326.32,0.0,ONLINE,Bills
15-12-2017,ATM CASH  CORP CAMP PUNE  PUNE,1500.0,0.0,CASHWD,Cash
15-12-2017,POS  WELLNESS FOREVER  PUNE,905.5,0.0,SWIPE,Credit
16-12-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
16-12-2017,POS  AMBROSIA RESORT  PUNE,2944.0,0.0,SWIPE,Hotel
19-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-12-2017,POS  T R WINES  PUNE,1250.0,0.0,SWIPE,Wines
22-12-2017,NEFT  N  ARU RAGHUVANSHI  bank to bank,0.0,30000.0,NEFT,People
22-12-2017,ECOM PUR  Swiggy  Bangalore,619.0,0.0,ONLINE,Food
23-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
23-12-2017,POS  CHAINAWALL  PUNE,553.0,0.0,SWIPE,Others
25-12-2017,ECOM PUR  Swiggy  Bangalore,606.0,0.0,ONLINE,Food
26-12-2017,ECOM PUR  Amazon Seller  Bangalore,2206.0,0.0,ONLINE,Online
26-12-2017,ECOM PUR  Flipkart APIN  Chennai,431.0,0.0,ONLINE,Online
27-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
28-12-2017,POS  BAWAJEES FOOD BAR  PUNE,2475.0,0.0,SWIPE,Food
29-12-2017,ECOM PUR  Swiggy  Bangalore,525.0,0.0,ONLINE,Food
30-12-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
31-12-2017,Int Pd    to,0.0,381.0,INTEREST,Credit
01-01-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-01-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-01-2018,By Clg    INB   PUNE,0.0,40000.0,OTH,Cheque
01-02-2018,BRN PYMT CARD,2950.0,0.0,CC,CC
01-03-2018,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
01-03-2018,ECOM PUR  Amazon Seller  Bangalore,615.0,0.0,ONLINE,Online
01-04-2018,POS  KEKAN PETROL JUNC  PUNE,1000.0,0.0,SWIPE,Fuel
01-06-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
01-08-2018,ECOM PUR  Swiggy  Bangalore,386.0,0.0,ONLINE,Food
01-10-2018,POS  D J PETROLEUM  PUNE,2000.0,0.0,SWIPE,Fuel
01-10-2018,POS  OM BEER SHOPPE  PUNE,908.0,0.0,SWIPE,Wines
01-10-2018,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
01-10-2018,POS  BASHO RESTAURANT  PUNE,2079.0,0.0,SWIPE,Food
01-10-2018,POS  DORABJEE AND CO P  PUNE,535.0,0.0,SWIPE,Rations
01-10-2018,POS  DORABJEE AND CO P  PUNE,1900.0,0.0,SWIPE,Rations
13-01-2018,ECOM PUR  VODAFONE  MUMBAI,1136.73,0.0,ONLINE,Bills
15-01-2018,ATM CASH  KESAR HOUSE KONDHW  PUN,2000.0,0.0,CASHWD,Cash
15-01-2018,POS  MSW*AKBAR MOHAMME  Pune,102.0,0.0,SWIPE,Unknown
15-01-2018,ECOM PUR  Swiggy  Bangalore,619.0,0.0,ONLINE,Food
17-01-2018,UPI  PA,6500.0,0.0,UPI,Unknown
17-01-2018,ECOM PUR  Swiggy  Bangalore,614.0,0.0,ONLINE,Food
18-01-2018,POS  EGGSUNDAY FOODS O  KHOPOLI,510.0,0.0,SWIPE,Food
18-01-2018,POS  TATA STARBUCKS   NEW DELHI,257.0,0.0,SWIPE,Food
18-01-2018,POS  TATA STARBUCKS   NEW DELHI,194.0,0.0,SWIPE,Food
24-01-2018,POS  TATA STARBUCKS   NEW DELHI,646.0,0.0,SWIPE,Food
27-01-2018,ECOM PUR  Bundal PAYU A  Gurugram,821.0,0.0,ONLINE,Food
27-01-2018,POS  MSW*POOJA SUPER M  Pune,110.0,0.0,SWIPE,Rations
29-01-2018,POS  TATA DOCOMO   PUNE,999.0,0.0,SWIPE,Bills
29-01-2018,POS  TANDEM CT  PUNE,890.0,0.0,SWIPE,Others
29-01-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
30-01-2018,ECOM PUR  Book My Show  Mumbai,491.92,0.0,ONLINE,Movies
30-01-2018,POS  DEVI PRIME REALTY  PUNE,508.0,0.0,SWIPE,Investment
02-01-2018,POS  PUNES MINI PUNJAB  PUNE,10.0,0.0,SWIPE,Food
02-01-2018,POS  PUNES MINI PUNJAB  PUNE,10.0,0.0,SWIPE,Food
02-01-2018,ECOM PUR  PAYTM  NOIDA,500.0,0.0,ONLINE,Unknown
02-02-2018,ATM CASH  SBI UNDRI BR ONSIT  PUNE,2000.0,0.0,CASHWD,Cash
02-02-2018,BRN PYMT CARD,21793.18,0.0,CC,CC
02-03-2018,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,10000.0,NETBANK,Transfer
02-03-2018,POS  ARCHANA LIQUOR  PUNE,670.0,0.0,SWIPE,Wines
02-05-2018,UPI  PA,4000.0,0.0,UPI,Unknown
02-07-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
02-09-2018,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE,Others
02-12-2018,INB  IFT  WHPL  TPARTY TRANSFER,45000.0,0.0,NETBANK,Transfer
02-12-2018,NEFT  N  ARU RAGHUVANSHI  WCT filing o,0.0,45000.0,NEFT,Tax
02-12-2018,POS  FOODJOCKEYS  PUNE,2698.0,0.0,SWIPE,Food
13-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,1057.0,0.0,ONLINE,Food
14-02-2018,POS  RBA HOSPITALITY A  AHMEDABAD,240.0,0.0,SWIPE,Medical
15-02-2018,POS  FOREVER NEW APPAR  NOIDA,9200.0,0.0,SWIPE,Credit
17-02-2018,UPI  PA,7172.0,0.0,UPI,Unknown
19-02-2018,POS  LABANA OIL COMPAN  AMBALA CITY,1450.0,0.0,SWIPE,Fuel
01-10-2018,POS  DORABJEE AND CO P  PUNE,1900.0,0.0,SWIPE,Rations
13-01-2018,ECOM PUR  VODAFONE  MUMBAI,1136.73,0.0,ONLINE,Bills
15-01-2018,ATM CASH  KESAR HOUSE KONDHW  PUN,2000.0,0.0,CASHWD,Cash
15-01-2018,POS  MSW*AKBAR MOHAMME  Pune,102.0,0.0,SWIPE,Unknown
15-01-2018,ECOM PUR  Swiggy  Bangalore,619.0,0.0,ONLINE,Food
17-01-2018,UPI  PA,6500.0,0.0,UPI,Unknown
17-01-2018,ECOM PUR  Swiggy  Bangalore,614.0,0.0,ONLINE,Food
18-01-2018,POS  EGGSUNDAY FOODS O  KHOPOLI,510.0,0.0,SWIPE,Food
18-01-2018,POS  TATA STARBUCKS   NEW DELHI,257.0,0.0,SWIPE,Food
18-01-2018,POS  TATA STARBUCKS   NEW DELHI,194.0,0.0,SWIPE,Food
24-01-2018,POS  TATA STARBUCKS   NEW DELHI,646.0,0.0,SWIPE,Food
27-01-2018,ECOM PUR  Bundal PAYU A  Gurugram,821.0,0.0,ONLINE,Food
27-01-2018,POS  MSW*POOJA SUPER M  Pune,110.0,0.0,SWIPE,Rations
29-01-2018,POS  TATA DOCOMO   PUNE,999.0,0.0,SWIPE,Bills
29-01-2018,POS  TANDEM CT  PUNE,890.0,0.0,SWIPE,Others
29-01-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
30-01-2018,ECOM PUR  Book My Show  Mumbai,491.92,0.0,ONLINE,Movies
30-01-2018,POS  DEVI PRIME REALTY  PUNE,508.0,0.0,SWIPE,Investment
02-01-2018,POS  PUNES MINI PUNJAB  PUNE,10.0,0.0,SWIPE,Food
02-01-2018,POS  PUNES MINI PUNJAB  PUNE,10.0,0.0,SWIPE,Food
02-01-2018,ECOM PUR  PAYTM  NOIDA,500.0,0.0,ONLINE,Unknown
02-02-2018,ATM CASH  SBI UNDRI BR ONSIT  PUNE,2000.0,0.0,CASHWD,Cash
02-02-2018,BRN PYMT CARD,21793.18,0.0,CC,CC
02-03-2018,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,10000.0,NETBANK,Transfer
02-03-2018,POS  ARCHANA LIQUOR  PUNE,670.0,0.0,SWIPE,Wines
02-05-2018,UPI  PA,4000.0,0.0,UPI,Unknown
02-07-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
02-09-2018,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE,Others
02-12-2018,INB  IFT  WHPL  TPARTY TRANSFER,45000.0,0.0,NETBANK,Transfer
02-12-2018,NEFT  N  ARU RAGHUVANSHI  WCT filing o,0.0,45000.0,NEFT,Tax
02-12-2018,POS  FOODJOCKEYS  PUNE,2698.0,0.0,SWIPE,Food
13-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,1057.0,0.0,ONLINE,Food
14-02-2018,POS  RBA HOSPITALITY A  AHMEDABAD,240.0,0.0,SWIPE,Medical
15-02-2018,POS  FOREVER NEW APPAR  NOIDA,9200.0,0.0,SWIPE,Credit
17-02-2018,UPI  PA,7172.0,0.0,UPI,Unknown
19-02-2018,POS  LABANA OIL COMPAN  AMBALA CITY,1450.0,0.0,SWIPE,Fuel
19-02-2018,POS  TFS DELHI  DELHI,415.8,0.0,SWIPE,Others
20-02-2018,POS  WELLNESS FOREVER  PUNE,1398.0,0.0,SWIPE,Credit
21-02-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-02-2018,INB    VODAFONE(BILLDESK)  NA,619.8,0.0,NETBANK,Bills
21-02-2018,POS  LS INTL PVT LTD B  PUNE,899.0,0.0,SWIPE,Credit
21-02-2018,POS  A SQUARE HOSPITAL  PUNE,3722.0,0.0,SWIPE,Medical
23-02-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
26-02-2018,POS  JOVOS  PUNE,1000.0,0.0,SWIPE,Food
26-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,662.0,0.0,ONLINE,Food
27-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,821.0,0.0,ONLINE,Food
27-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,378.0,0.0,ONLINE,Food
28-02-2018,INB  IFT  WHPL  TPARTY TRANSFER,25000.0,0.0,NETBANK,Transfer
03-02-2018,ECOM PUR  PAYTM  Noida,354.02,0.0,ONLINE,Unknown
03-03-2018,BRN CLG CHQ PAID TO MAGDISOFT SOLUTIONS LLP,15600.0,0.0,CC,Cheque
03-05-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,20000.0,NETBANK,Transfer
03-06-2018,ECOM PUR  Flipkart APIN  Chennai,2600.0,0.0,ONLINE,Online
03-06-2018,BRN PYMT CARD,34492.2,0.0,CC,CC
03-06-2018,ECOM PUR  Bundal PAYU A  Gurugram,313.0,0.0,ONLINE,Food
03-07-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
03-07-2018,MERCH REFUND DT     LABANA OIL COMPANY,0.0,10.88,OTH,Credit
13-03-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,25000.0,NETBANK,Transfer
14-03-2018,INB    VODAFONE(BILLDESK)  NA,833.25,0.0,NETBANK,Bills
19-03-2018,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,20000.0,NETBANK,Transfer
19-03-2018,POS  SHRI SAI AUTO SER  NAVI MUMBAI,1000.0,0.0,SWIPE,Vehicles
21-03-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
22-03-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
22-03-2018,POS  CONRAD PUNE  Koji  PUNE,3137.9,0.0,SWIPE,Hotel
27-03-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
27-03-2018,INB    CCAVENUE COM    CHARGE  Sheets shengl,1711.0,0.0,NETBANK,Tax
29-03-2018,ECOM PUR  SWIGGY  BENGALURU,351.0,0.0,ONLINE,Food
29-03-2018,ECOM PUR  Bundal PAYU A  Gurugram,165.0,0.0,ONLINE,Food
30-03-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
31-03-2018,ECOM PUR  SWIGGY  BENGALURU,310.0,0.0,ONLINE,Food
31-03-2018,Int Pd    to,0.0,596.0,INTEREST,Credit
04-02-2018,ECOM PUR  Flipkart Inte,467.0,0.0,ONLINE,Credit
04-02-2018,ECOM PUR  Flipkart Inte,861.0,0.0,ONLINE,Credit
19-02-2018,POS  TFS DELHI  DELHI,415.8,0.0,SWIPE,Others
20-02-2018,POS  WELLNESS FOREVER  PUNE,1398.0,0.0,SWIPE,Credit
21-02-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-02-2018,INB    VODAFONE(BILLDESK)  NA,619.8,0.0,NETBANK,Bills
21-02-2018,POS  LS INTL PVT LTD B  PUNE,899.0,0.0,SWIPE,Credit
21-02-2018,POS  A SQUARE HOSPITAL  PUNE,3722.0,0.0,SWIPE,Medical
23-02-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
26-02-2018,POS  JOVOS  PUNE,1000.0,0.0,SWIPE,Food
26-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,662.0,0.0,ONLINE,Food
27-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,821.0,0.0,ONLINE,Food
27-02-2018,ECOM PUR  Bundal PAYU A  Gurugram,378.0,0.0,ONLINE,Food
28-02-2018,INB  IFT  WHPL  TPARTY TRANSFER,25000.0,0.0,NETBANK,Transfer
03-02-2018,ECOM PUR  PAYTM  Noida,354.02,0.0,ONLINE,Unknown
03-03-2018,BRN CLG CHQ PAID TO MAGDISOFT SOLUTIONS LLP,15600.0,0.0,CC,Cheque
03-05-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,20000.0,NETBANK,Transfer
03-06-2018,ECOM PUR  Flipkart APIN  Chennai,2600.0,0.0,ONLINE,Online
03-06-2018,BRN PYMT CARD,34492.2,0.0,CC,CC
03-06-2018,ECOM PUR  Bundal PAYU A  Gurugram,313.0,0.0,ONLINE,Food
03-07-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
03-07-2018,MERCH REFUND DT     LABANA OIL COMPANY,0.0,10.88,OTH,Credit
13-03-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,25000.0,NETBANK,Transfer
14-03-2018,INB    VODAFONE(BILLDESK)  NA,833.25,0.0,NETBANK,Bills
19-03-2018,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,20000.0,NETBANK,Transfer
19-03-2018,POS  SHRI SAI AUTO SER  NAVI MUMBAI,1000.0,0.0,SWIPE,Vehicles
21-03-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
22-03-2018,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
22-03-2018,POS  CONRAD PUNE  Koji  PUNE,3137.9,0.0,SWIPE,Hotel
27-03-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
27-03-2018,INB    CCAVENUE COM    CHARGE  Sheets shengl,1711.0,0.0,NETBANK,Tax
29-03-2018,ECOM PUR  SWIGGY  BENGALURU,351.0,0.0,ONLINE,Food
29-03-2018,ECOM PUR  Bundal PAYU A  Gurugram,165.0,0.0,ONLINE,Food
30-03-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
31-03-2018,ECOM PUR  SWIGGY  BENGALURU,310.0,0.0,ONLINE,Food
31-03-2018,Int Pd    to,0.0,596.0,INTEREST,Credit
04-02-2018,ECOM PUR  Flipkart Inte,467.0,0.0,ONLINE,Credit
04-02-2018,ECOM PUR  Flipkart Inte,861.0,0.0,ONLINE,Credit
04-02-2018,ECOM PUR  BUNDL TECHNOL  Banglore,360.0,0.0,ONLINE,Food
04-02-2018,ECOM PUR  Flipkart Inte,399.0,0.0,ONLINE,Credit
04-02-2018,ECOM PUR  SWIGGY  BENGALURU,267.0,0.0,ONLINE,Food
04-02-2018,ECOM PUR  SWIGGY  BENGALURU,251.0,0.0,ONLINE,Food
04-03-2018,BRN PYMT CARD,4883.0,0.0,CC,CC
04-03-2018,POS  MAD HOUSE GRILL  PUNE,2019.0,0.0,SWIPE,Food
04-04-2018,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
04-05-2018,POS  DHARMAVAT PETROLE  PUNE,1000.0,0.0,SWIPE,Fuel
04-07-2018,MERCH REFUND DT     DISCOUNT ON FUEL PURCH,0.0,7.5,OTH,Credit
04-07-2018,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
04-10-2018,MERCH REFUND DT     DHARMAVAT PETROLEUM,0.0,7.5,OTH,Credit
04-12-2018,INB    CITRUS PAYMENT SOLUTIONS PVT LTD  G,1463.0,0.0,NETBANK,Commodity
04-12-2018,ECOM PUR  SWIGGY  BENGALURU,365.0,0.0,ONLINE,Food
20-04-2018,ECOM PUR  Bundal PAYU A  Gurugram,283.0,0.0,ONLINE,Food
23-04-2018,ECOM PUR  Bundal PAYU A  Gurugram,405.0,0.0,ONLINE,Food
23-04-2018,ECOM PUR  VODAFONE  MUMBAI,737.08,0.0,ONLINE,Bills
25-04-2018,POS  ISHWAR SERVICE  PUNE,500.0,0.0,SWIPE,Fuel
27-04-2018,POS  RUBY HALL CLINIC  PUNE,1200.0,0.0,SWIPE,Medical
28-04-2018,ECOM PUR  Bundal PAYU A  Gurugram,253.0,0.0,ONLINE,Food
